Index,Text,Score
6985,"If you are going to just mark your route on their maps, look at the elevation profile, print it, etc then the product is pretty good",0
6986,"The problem comes when you realize that the underlying USGS quadrangles are often badly out of date with man-made things, such as trails and park boundaries",0
6987,There is no support for updating the maps in the style of the original,0
6988,"Still, you can make passable updates -- just invent your own conventions",0
6989,You can merge in someone else's updates -- the problem comes if you then get a revised version of those updates,0
6990,There is no supported way to do the second merge (i,0
6991,"replace the first merge with the newer one), or to back out the first merge (i",0
6992,to remove what the first merge put in without also removing any updates you yourself may have added) so that the newer merge can go cleanly,0
6993,Overall a decent product,1
6994,Plain vanilla out-of-the-box stuff works fine,0
6995,"Trying to upgrade the maps to be truly useful for your area can be pretty frustrating, though",-1
6996,"One thing to beware of: National Geographic is trying to migrate folks to their newer product, TOPO!Explorer",0
6997,Take a look at *that* product's reviews -- it only gets one star (5 reviews),0
6998,I had high hopes that this software would be very helpful in mapping out weekend hikes,0
6999,"Much to my regret, it falls far short",-1
7000,I can overlook the poor interface,-1
7001,I knew going into this that I could not download the maps to my Garmin,0
7002,"I wanted only to be able to plot out hikes, print out the paper maps, and transfer the route to the Garmin",0
7003,"All this works to a degree, with the map quality limiting the plotting",0
7004,Unfortunately the quality of the maps falls short of usable,-1
7005,The map data is too small to use until blown up past level 5,-1
7006,At this point it starts getting fuzzy and blurs badly,-1
7007,"I guess that I should have realized that a raster map when blown up too far, starts degrading badly",0
7008,"The worst part was that when I asked for assistance on this problem, I traded a few emails with a support person at the product website, and then when my questions got specific and I supplied him with samples, I no longer heard from him",-1
7009,He just quit replying,0
7010,I will be asking for an RMA,0
7011,"Too bad - It sounded like a great product, but did not live up to expectations",-1
7012,this product (CA version) is listed for $149 at Amazon and at $99 at the National Geographic website and at REI,0
7013,What's up with that?  50% over the MSRP?,0
7014,TOPO! has the worst user interface ever created,-1
7015,"It doesn't follow the standard user interface designed by Apple, Adobe, and Microsoft",0
7016,- There's no hand tool to move around the map--rather you have to move your cursor to the edge of the screen and click to push the map around,0
7017,"Hard to control and creates lots of cursor movement
- The tool to draw routes is hard to control",0
7018,Do not waste your money on this horrible software,-1
7019,Even on a 2,0
7020,"4 GHz, 2 GB RAM MacBook Pro, it staggers to run",0
7021,It takes an average of 20 seconds just to change zoom levels and pans incredibly slowly,2
7022,Try drawing a route and half the time the whole thing freezes and crashes and you have to start over,0
7023,I'll say it again - DO NOT WASTE YOUR MONEY!,-1
7024,UPDATE: In the end they send me a brand new version (not an update anymore) and it all worked out,0
7025,I'm still using TOPO,0
7026,":)

I now have their latest TOPO! 4",0
7027,"5, but cannot use it with my California State series maps",0
7028,I've been exchanging e-mails with their customer support and they basically just recycle cut and paste's from their web site,0
7029,"At first I took their instructions (often contradictory) seriously and did everything they said, but none of it works",0
7030,To make sure I tried it on a different computer,0
7031,No go,0
7032,"The software often hangs up for long time, so anything you try kills a lot of time",0
7033,I think it is just a very badly written code with no backward compatibility,-1
7034,I'm going to start looking for another product,-1
7035,I have been using Topo! since it was a Wildflower product back in the early 1990's,0
7036,"The interface does take some getting used to as mentioned before, but like all powerful software programs (vi/emacs) eventually, it becomes second nature",0
7037,"I mostly use TOPO! to annotate my previous trips, plan future trips, share travel guides with family, and create georeferenced raster maps for handheld GPS devices",0
7038,"My trips primarily used to be hiking and backpacking trips, which I would dutifully record using an old Garmin Etrex GPS receiver",0
7039,The tracks and waypoints would be uploaded to the desktop and saved as separate,0
7040,tpo files,0
7041,"Back in the day, I was plenty happy just to see waypoint times and elevation gains as documentation of my backcountry trips",0
7042,I would also use TOPO to create waypoint routes (up to 30) to be uploaded to the GPS receiver so that I could plan/program my future hikes into the Etrex,0
7043,"Since those early primitive days, both TOPO! and I have changed a lot! TOPO! has improved significantly in its featurea",0
7044,"Now that I have two kids and more money, my outdoor travels consist mostly of Jeeping, dry car camping, and ancient rock art hunting",0
7045,"Now, with the newer versions of TOPO, it is possible to add pictures and notes",0
7046,"In turn, these more detailed maps can be useful as travelogues not only for nostalgia, but also as travel guides for family members and friends who are using TOPO! as well",0
7047,"While similar functionality could be obtained by using Google Earth or Maps, this map sharing is dependent on ""cloud computing""",0
7048,"This may be feasible when sitting in a coffee shop in a metropolis or even at home, but out in the desert without cellphone access this is not a viable option",0
7049,"Further, Google Map data is only protected by obscurity",0
7050,Any person who knows the URL to your map data can view it,0
7051,"Since I don't have to carry gear on my back anymore, I primarily use TOPO in the field on a laptop with an external GPS receiver",0
7052,"Though bulky, it is a much more useful combination than simply a tiny handheld receiver alone due to the larger size of the laptop screen and the ability to search for waypoints using the standard keyboard",0
7053,My family uses a similar setup and they too find it reassuring to know that they have a clearly mapped GPS route available to them in the wild,0
7054,"Finally, the most useful aspect of TOPO! is unfortunately no longer available, unless you can beg, borrow, or steal a boxed Xport Pro package",1
7055,NatGeoMaps recently and quite quietly killed off its entire TopoPro line (including for ArcGIS),0
7056,Xport Pro (formerly $199) allows the user to export high quality USGS maps in the georeferenced GeoTiff format,0
7057,These GeoTiffs could then be used in shareware GPS programs like OziExplorer for Windows computers or OziWince or NoniGPSplot for WinCE GPS devices (many personal navigation devices can be cracked to run these apps in addition to the installed street mapping software),0
7058,"It used to be that you could call in a credit card number to NatGeoMaps customer service and for $99 get the functionality activated through a PIN, but no longer :(",0
7059,"Admittedly, GeoTiff, mrsid, and many other georeferenced maps can be downloaded from state governments (usually from depts of ag or wildlife management), but having it all in one software package on CD's is pretty sweet",0
7060,UPDATE 1/1/08: I just got a Mac after always previously using Windows,0
7061,Great news--when I installed this 4,1
7062,"0 software, not only did it work fine, but it also corrected the two most serious objections I previously had with it",0
7063,"I now have no problems importing waypoints from my Garmin GPSmap 60CSx, and the software is now compatible with all the states I own from the previous Version 3 software",0
7064,"I don't know whether this is unique to Mac or whether it now works just as well with Windows, but when I did the installation, it automatically went to the National Geographic web site and downloaded a software update",0
7065,"I still give it 4 stars because of some of the other non-standard user interface choices, but these are easy enough to get used to",0
7066,"I didn't change the rest of the review, so keep this update in mind as you read it",0
7067,National Geographic topo maps are great if your understand their strengths and limitations (I have the Nevada version but they all work the same),0
7068,"First, don't expect to import the actual maps into a GPS receiver",0
7069,These maps are raster-scanned directly from USGS 7,0
7070,5' topos; GPS receivers use vector-graphic maps that are only available from your receiver's manufacturer (and they are much less detailed than NG maps),0
7071,But you should never expect your GPS receiver's display to completely replace a paper map anyway,0
7072,"It's too small to show much detail, and if your receiver fails, you'd be out of luck",0
7073,"NOTE: Magellan has just introduced the Triton series, which is the first product designed to import maps from Topo!",0
7074,"This is a great advancement, but I haven't yet evaluated it to see how well it works",1
7075,"Since these are based on USGS maps, they have the same high quality including tons of detail, but since many USGS maps are more than 10 years old, you won't necessarily get up-to-date information",0
7076,"Since topographic features don't ordinarily change as frequently as man-made features, you're usually OK, but keep this in mind",0
7077,These maps allow you do a lot of other things with your GPS,0
7078,"You can create waypoints on the computer, either by placing a marker on the map or by entering in the latitudes and longitudes of your points, then transferring them to the GPS",0
7079,This is much easier than manually entering the info through your GPS user interface,1
7080,You can also download tracks from your GPS receiver onto the map to see where you've been,0
7081,"And you can draw intended journeys directly on the map screen, then measure the distance and elevation profile of the route",0
7082,"The elevation profile is a bit noisy, but you get a pretty good idea of how much elevation change you'll experience on a hike",2
7083,"The tool you use to draw the route on the screen could benefit from an improved user interface, but with a little practice you can get pretty good at it",0
7084,"If you make a mistake, hold down the right mouse button to erase the error",0
7085,"One thing I like is that you can print out a custom paper map, and if you print using your inkjet on NG's waterproof paper, you can get a custom color map that really is waterproof",0
7086,This latest edition is designed to work with USB receivers like the Garmin GPSMap 60-series,0
7087,This is a tremendous advantage compared to the previous edition,1
7088,BUT please note that it isn't completely compatible with the new GPSMap60CSx,-1
7089,"It doesn't import waypoint names properly, they end up being simple numbers starting at 001",-1
7090,For some reason this isn't a problem with the older GPSMap60Cs,0
7091,The main objection I have is that it isn't easily compatible with the previous edition,0
7092,"In my case, I had the prior edition for California, and expected the California CDs to work with the new software",0
7093,But for some reason they don't,0
7094,So I have to leave the old edition installed for the California maps and the new one for Nevada maps,0
7095,Fortunately I can use the USB capability of the Nevada software to download the California waypoints and tracks from my 60CSx,0
7096,I then have to save the,0
7097,"tpo file, launch the old edition software and pull up the California map, then import the",0
7099,"Very inconvenient, but at least there is a way to make it work",-1
7100,I guess they would prefer I buy a new edition of the California maps,0
7101,The only other thing to note is that they still haven't completely adopted Windows user interface conventions,0
7102,"For example, there are no scroll bars on the side and bottom of the map to allow you to move the map on your screen",0
7103,"You have to move your cursor to the edge of the map, watch for the cursor to change to an arrow, and hold down the mouse button",0
7104,The direction of scroll depends on exactly where on the screen your cursor is,0
7105,"Another observation is that there is no EDIT menu, so I can't easily cut and paste data into other applications",0
7106,But these are relatively small concerns that you can quickly adapt to,0
7107,All in all this is a very valuable tool that I highly recommend,1
7108,Before I bought this product I found it difficult to find reviews of Nat,0
7109,"Geographic topo state software as well as MapTech Terrain Navigator software, so I am giving this input for future customers",0
7110,MapTech provides a demo,0
7111,I'd say I prefer MapTech's 3D to Nat,0
7112,Geographic's 3D version,0
7114,Geographic provides more features such as greater grid spacing options,1
7115,"But don't expect either to print with the resolution of the regular 1:24,000 USGS maps; both software brands have to default to a larger scale to get that kind of resolution and clarity at least with ink jet printers",0
7116,"National Geographic Topo's 50% default setting results in an approximate print scale of 1:31,000 which results in very good clarity",0
7117,"However even at 1:24,000 they are legible (although a bit fuzzy)",0
7118,"They will both save you money verses buying the regular topo maps (after 20 or so store-bought maps considering your ink and paper costs) plus they give you advantages if you use a gps unit especially in overlaying grids, trail markers, etc",0
7119,", on the printed-out maps",0
7120,"But don't forget it takes more than (4) 8 1/2"" x 11"" printouts to match one regular store bought 1:24,000 topo map",0
7121,"I've used the software for years, and highly recommend it to our customers",1
7122,"For the price, it's untouchable",-1
7123,"It's easy to use, installs quickly, and does a great job of teaching the language in question",1
7124,"I cannot understand why anyone would actually pay ten times as much for one of the other brands that at best is marginally better, and at worst, is largely the same",1
7125,"-Richard Bangs, co-founder Mountain Travel Sobek; host and producer for the PBS series, Adventures with Purpose",0
7126,I was the Senior Buyer for the whole language and education software category at Best Buy for 5 years,0
7127,"In that time, the Instant Immersion brand consistently outsold all competitors",0
7128,"We never got any complaints, product returns and it was far and away the best selling product in our language assortment",0
7129,In my opinion it's a really great product,1
7130,"It sounds to me like the other reviewers above have either (a) not actually used the software, or (b) have ulterior motives and are associated with one of the Instant Immersion competitors that sells for ten times the cost",0
7131,We assorted numerous other language titles but none of them had the sell through needed to stay in our assortment,0
7132,There is no way you could learn any useful spanish from this CD,0
7133,It is not worth it,-1
7134,I wouldn't pay a dime for this horrible product,-1
7135,Don't waste your money,-1
7136,"If you want to learn straight vocabulary, then this is your product",0
7137,"However, if you wish to learn how to SPEAK spanish, then don't waste your time or money",0
7138,It doesn't teach you how to construct sentences,0
7139,"It basically teaches you random vocabulary and in the later lessons, uses huge sentences in which you'll only be able to pick up on the random vocabulary words to guess what they're talking about",0
7140,"In short, this will leave you in the dark",0
7141,"On the bright side, I now know how to say kangaroo in Spanish",0
7142,I have been trying to learn Spanish for years,0
7143,Most of the products were simply too boring for me to stick with it,1
7144,This product has a ton of content for the money,1
7145,There are 6 different software programs on 6 discs,0
7146,The only complaint I have is that you need to swap discs for each level - good and bad,0
7147,"In addition to the software, there is an audio cd as well as a DVD that you can play on a DVD player and an extra game",0
7148,I haven't figured out the game yet but it is an adventure game that you need to navigate in Spanish,0
7149,There is no manual so it isn't easy to figure out,0
7150,"The software programs have gameshows, trivia, and many photos of items that you need to identify in Spanish",0
7151,"Overall, I give this product 5 stars because of the value",1
7152,You simply get a lot for the money,1
7153,This product leaves you to educate yourself,1
7154,"The first CD (Level 1 - Disk 1) has a word list, an ""easy game"" a more difficult game and some other material",0
7155,"There is no suggestion as to how you are to use these materials or proceed through the ""lessons""",0
7156,It is a stretch to call them lessons since that suggests some degree of organization,0
7157,I give this product one star because you can not post a rating of zero,-1
7158,This product leaves you to educate yourself,0
7159,"The first CD (Level 1 - Disk 1)  has a word list, an ""easy game"" a more difficult game and some other material",0
7160,"There is no suggestion as to how you are to use these materials or proceed through the ""lessons""",0
7161,It is a stretch to call them lessons since that suggests some degree of organization,0
7162,I give this product one star because you can not post a rating of zero,-1
7163,I recieved this and it is a grate learning tool,1
7164,It is easy to follow and easy to use to learn with thanks,1
7165,This would not even be worth a dollar,-1
7166,You will NOT be able to learn Spanish with this,0
7167,Invest in Rosetta Stone instead,0
7168,Don't waste your money with this cheap knock off,-1
7169,"What you will learn might be a few simple vocabulary words and some terms or sentences but you can learn those for free from free programs, or apps or even from ""Dora the Explorer"" on TV",0
7170,You'd learn more from exposure to Telemundo than you will from this!  Don't buy it!,-1
7171,Seems like the program itself is ok but I was looking for something to use while commuting,0
7172,The CD's are not compatible,0
7173,"great price point
easy to use
kid friendly
reviewed by teachers and it was recommended
used by all ages jr high, hs, and adult",1
7174,*I like the fact that I can sit in my living room with earbuds in my ears in the middle of a group doing their own thing and learn (repeating over and over) Spanish,0
7175,I like how vocab is in a male voice and then a female voice switching with each click,0
7176,I get to hear the pitch differences which have been so helpful,0
7177,"*I am happy that info is delivered incrementally and you can go anywhere you want, basic to difficult and back again",0
7178,"You can even wear it while you sleep and learn it subliminally if you like! Or, learn it in your car using the mp3 disc",0
7179,It is very versatile,1
7180,"Works great, arrived quickly and my wife is well on her way to speaking spanish!  Much cheaper than rosetta stone",1
7181,Great quick and easy way to learn Spanish on the fly,1
7182,Does not concentrate on the reading of a language,0
7183,Maybe it's me and I'm just not capable of learning a foreign language as an adult (funny I didn't have this hard a time with high school german),0
7184,I just cannot seem to learn from these spanish software programs - this is the third I've tried,0
7185,"For me, I have had the best luck with repetitive audio programs I can listen to in the car or while running in my ipod - maybe it's just that as an adult I do not have the time to sit and do a program and get nothing else done",0
7186,Easy to use,1
7187,I like that you can use it on your computer but also learn more by transferring lessons to your iPod and learning while on the go,0
7188,I learned a little bit but it didn't completely hold my attention or make me feel immersed,0
7189,"Granted, I should have tried this more but nothing compelled me to keep coming back to it",0
7190,This set has been around a long time and always a great way to supplement other spanish language courses,0
7191,Worth the investment,1
7192,My seventh grade homeschooled daughter has been using this product to learn Spanish,0
7193,It is easy enough to set up that she was able to do it all on her own,1
7194,"We'd purchased Rosetta Stone at a much higher price, but she likes this one better",1
7195,My husband and I bought it for our niece in law and she hasn't said not one negative word about the software to us,0
7196,We guess she loves it!,1
7197,I'm having a difficult time reviewing this because - well it didn't help me learn Spanish any better than any of the other three CD sets I've tried,0
7198,But that could and probably is just my thick skull,0
7199,Maybe if I were better at learning a new language this would be more helpful,0
7200,It probably would have helped if I had listened more consistently,0
7201,I'm giving it three stars because while it didn't do much for me I don't think I put the right amount of effort into it to be a success,0
7202,I brought this product to help in college but it was a waist of time because it only teach you the basic for example 1 to 20,0
7203,This product does not help you at all,-1
7204,The software looks cheap and the games are boring and pointless,-1
7205,Don't buy unless you just want to know random greetings and numbers,0
7206,This system is helpful for both beginners and advanced students,0
7207,It is as good as other systems that cost you much more,0
7208,"I think that Spanish should be learned by any who wish to succeed in business in the coming years, and this system gives you a good start",0
7209,I don't think this is a program that will really teach someone a whole language despite it's stated advertisement to that effect,0
7210,I do think this is a good program to use hand in hand with another,-1
7211,"Such as attending a Spanish class or even better, hanging out with Spanish speaking friends",0
7212,The interface is easy to use for adults and kids alike,1
7213,"The vocabulary drills and quizzes are mildly entertaining, at least in small doses",0
7214,Having never used Rosetta I can't compare the two except to say at 10% or less of the Rosetta price I think this is well worth the expenditure as a supplementary way to practice the Spanish language,0
7215,"I purchased ""Instant Immersion"" instead of Rosetta Stone which way more expensive",0
7216,I started to like it until I found out that there is no written material,0
7217,"No book, no pdf, nothing",0
7218,Most would agree: 99% of any class I've taken had/required a book,0
7219,"This one doesn't, but it needs one",0
7220,I'm sending my Instant Immersion back,0
7221,"This pack is only level 1,2,3, which is equivalent of 1,2, of Rosetta stone, therefor it is only 100$ savings over Rosetta",0
7222,"I still think it is worth the money, for it does provide vocabulary builder",1
7223,"I would recommend getting used one, for it is just a basics Spanish",1
7224,I had no problem with installing software on My PC with Windows 7,0
7225,I took Spanish in high school and college so I know and understand what some may consider to be a lot,0
7226,But I am far from fluent,0
7227,I would say I can talk with a child and even then I am not fluent,0
7228,This program did not help me in my goal to become fluent,0
7229,It did help me increase my vocabulary but as far as becoming a Spanish speaker this program did not help,0
7230,I also found some errors with the translations,0
7231,An example is the english speaker said I am from a town and on the screen it said I am from a town called Madrid,0
7232,"Like I said I know some Spanish but this program has not helped me to become fluent!  When I read the reviews it was as good as Rosetta stone but the tech support was not there, I find this not to be true",0
7233,I have gotten the test demo from then and thought it to be more helpful,0
7234,"Thank you for sending it on time, but the box was destroyed when it arrived because whoever packed it, wrapped it in a paper grocery bag",1
7235,"really?? Maybe next time, put your merchandise in something a little sturdier so when it arrives to your client, we don't get damaged goods (just a thought)",0
7236,"I have not been able to start learning Spanish, because for some reason, the disks will not play in my computer or DVD player",0
7237,even though the box clearly states that it is compatible,1
7238,"So, I'm not thrilled, but it did arrive on time",0
7239,beat up as it was,0
7240,It's kind of a fun program,0
7241,"My boys (3 & 5) love computer ""games"", and to them, this is something of a game",0
7242,"The vocabulary lessons are presented in a manner of: here are some words, now you repeat them, now you answer which is which",0
7243,That seems to work pretty well,1
7244,"I have not yet gotten to any grammar lessons yet, so I can't say anything there at this time",0
7245,"One factor that I really like is that the program has TWO Spanish speakers, so that you can hear two different tones of voice and accents pronouncing the words",0
7246,"We will keep using this, and I hope to come back and update this review when I have gotten to the grammar lessons",0
7247,Wasted 600 dollar,-1
7248,ROSETTA STONE DOESN'T WORK!!!! Level 1 works but once the words became ANYTHING LONGER THAN 6 LETTERS,-1
7249,IT'S BASICALLY USELESS AND ONLY FRUSTRATES YOU,-1
7250,My mom is from Spain and is completely fluent and the VOICE Recognition kept on saying she wasn't saying it RIGHT and later she had one of her Spanish friends try it and it did the same,0
7251,"DON'T WASTE YOU MONEY,  if you do I will sell you mine",-1
7252,It states on the box: The difference between immersion and rosetta is $500,0
7253,"There are very few things if any, about this program that is like rosetta",0
7254,I was able to learn more conversation with the rosetta demo disc than this 1-5 lesson box,0
7255,"This is helpful ALONG WITH ANOTHER METHOD, or as a BRUSH UP on words",0
7256,The pics are like clip art and not realistic so its not as helpful for every day speaking,0
7257,If price comparing,0
7258,then for 1/10th the price as compared to a total learning program then not bad,0
7259,They really should not act like they are comparable to Rosetta,0
7260,They do not come close to the quality and learning,0
7261,again 1/10 the price 1/10 the learning,0
7262,I will keep this as a brush up though or maybe give it as a gift for someone to start out with or brush up,0
7263,"If I had never demoed Rosetta OR they didn't ADVERTISE ""LIKE ROSETTA"" then I would have given them a bit better review",0
7264,I say false advertisement,0
7265,I agree with the review about the packaging being decieving,0
7266,"But again as a brush up or starter, not bad, but if I am gonna spend the money and time to learn the whole language",0
7267,I will go with Rosetta and kick it in the teeth,0
7268,"The software provides a nice start if you want to learn spanish, but it does not deliver a complete course up to a certain level",0
7269,"The set up is that you start talking about business and technology pretty quick, without having received any grammar and practice that comes with that",0
7270,"You learn words and basis phrases first, but only in the present tense",0
7271,"Past tenses or other tenses are not being explained, which is in my opinion more important than talking business (if I would go and talk business in spanish, I would like to know how to make proper phrases in general, before I can actually worry about business talk)",0
7272,The word practice and the games are really good and very easy to use,1
7273,"It is also sort of ""fun"" so it does motivate a lot to do it",0
7274,"The phrases however are a bit slow and a bit confusing, the words are first spoken in English and even I who does not speak any spanish (yet) can notice that the translations are not very accurate (which is in my opinion a very important thing in a language course)",0
7275,"Since they don't explain anything else, about the grammar, it is a bit confusing when the phrases are not very correct",0
7276,"For example, the English voice says; What soup do you have? The spanish translation to that is: ""Tiene sopa?"" which I think means: Do you have soup? and has nothing to do with what kind of soup they have",0
7277,"After that the answer is followed, but only in Spanish and is not translated in the help language",0
7278,"There is a picture in the screen however, with some sort of vegetable soup, but the answer is ""Hoy tenemos sopa de ajo casera"" which I think is quite complicated to figure out that their answer is that they have soup (from the house or home made) with garlic!
This course is nice to learn vocabulary and to have on the side, but you do need a proper book or classes to get into the real conversational spanish, because just with this, it is not possible to learn all of that",0
7279,"I feel sorry for people who bought Rosetta Stone and spend so much money on this (since the reviews do acknowledge that it provides quite the same), because I do think that for this price, this is really a good product, they just should promise a bit less than they do now, and they should sell it as a great vocabulary builder, which it really is",0
7280,I bought this product for my daughter who is struggling in Spanish in college,1
7281,"After one week, she understood and spoke spanish better than she had after two years in high school",0
7282,Her test grades improved and her conversation grade improved,0
7283,The teacher noted her improvement,0
7284,"Instant Immersion Spanish 1,2 & 3",0
7285,We purchased this product to give us a basic introduction to Spanish,1
7286,"Right off the bat, none of the disks would work with a Mac",0
7287,I tried three different Macs and encountered the same frustration,0
7288,The disks simply will not mount,0
7289,I can't review the effectiveness of the language lessons because we could only open the workbook,0
7290,Do not waste your time,-1
7291,We will be retuning this product to the store/manufaturer!,0
7292,This is not Rosetta Stone or any other curriculum,0
7293,"There is no ""Scope or Sequence"" to follow",0
7294,My kids have fun with the games,0
7295,"One complaint is the ""people"" say the words too fast and the pronounciation isn't the clearest",0
7296,For the price it maybe right for some people,1
7297,You do not need to spend hundreds of dollars on the other people who spend so much on advertising their product! This one is the real deal,0
7298,Easy to use,1
7299,iPod/iPhone friendly,1
7300,My husband is already speaking a lot of Spanish after a month! It's truly incredible,1
7301,He is ready for his trips to several Spanish speaking countries,0
7302,Instant Immersion Spanish is a good place to start learning Spanish,0
7303,The cost alone makes it a nearly risk free purchase,0
7304,"Will it make you fluent?  No it won't, but I'm seeing it for a 'low' price with free shipping",0
7305,"What have you got to lose?  I can't comment on how it compares to Rosetta  Stone,  but just their Level 1 alone is 5 x the $'s",0
7306,"The program CD's focus on teaching words and basic phrases, these are OK, but really don't get too in depth with what you need to know to really learn Spanish",0
7307,The real guts of the course is what they call the Mp3/iPod Audio Disk,0
7308,"This is where they go over verb conjugation and such, basically the rules of Spanish",0
7309,"There isn't any pretty interface, but I found this one CD alone worth the purchase price",0
7310,"The ""Who is Oscar Lake"" CD game is really lame",0
7311,They could have just omitted it,0
7312,"As I said, the other GUI CDs are OK, and worth going through for the most part",0
7313,The Level 1 Disk 2 CD looks like it was left over from the 90's,0
7314,I really didn't get too much out of it and it did appear to be information that was covered elsewhere,0
7315,"There are several different looks to the CDs, so it really looks like they have just bundled programs that they compiled over the years",0
7316,I also noticed that some of the translations are not 100% accurate,0
7317,"For instance, the Spanish phrasing would obviously contain the words Madrid or Barcelona, but the English translations would not",0
7318,This kind of made me wonder why,0
7319,"Based primarily of the price point, I do recommend this program as a starting point for learning Spanish",1
7320,"There are many other free resources online that you can use to supplement the course including translators, traveler cheat sheets and so on",0
7321,This program is definitely a good investment to learn basic Spanish or just brush up,0
7322,It costs far less than comparable programs like Rosetta Stone,0
7323,"I wish there was more vocabulary in it, but I have learned a lot and am able to make and understand basic conversation",0
7324,My favorite part is that I can put it on my IPOD and take it with me wherever I go,0
7325,I don't see someone learning the language,0
7326,There is very little actual instruction,0
7327,It provides very limited practice and relies heavily on oral input without accompanying written word,0
7328,Brief lessons are followed by a  game approach,0
7329,Basic guessing results in high scores,0
7330,Not worth the money,-1
7331,I'll try Rosetta Stone instead,0
7332,"I've tried several times to give this set a fair shake, but I just don't like it",0
7333,It feels sort of like a cut-budget Rosetta Stone software,0
7334,I don't feel as though I'm learning anything; the lessons are disjointed and sometimes confusing; and there seem to be way more discs than there should be (a language program like this can't be taking up THAT MUCH memory!),0
7335,"All in all, if I needed to really learn Spanish, I'd go looking elsewhere for an effective product",0
7336,"I liked the pace of this, and it was thorough",1
7337,"However, the use of the improper and Southern slang English ""y'all"" drove me crazy!!!  Made me wonder if they were using incorrect Spanish as well?",0
7338,"Before ordering this product directly from Amazon, I did my homework by posting comments in the comments sections of the most popular Amazon reviewers who have purchased and reviewed this product and other popular Spanish learning software",0
7339,"After doing my homework, I finally decided to invest in this product",0
7340,Many people complain about the teaching method of this software but I think the problem is that many people are comparing this economically priced software with foreign language learning software that costs several hundred dollars,0
7341,"If the price of this software were several hundred dollars, I would have probably only given it 1 star",0
7342,But this software does not cost several hundred dollars and happens to be one of the most economically priced software programs available for learning a foreign language,0
7343,"At the very least, this software will teach you how to say and recognize a few hundred words",0
7344,"For that reason, I must give this software at least 4 stars",0
7345,"Without a doubt, what I like most about this program is that it has lots of Spanish lessons at a very good price",0
7346,The first level consists of 2 CDs that cover a lot of basic words and phrases that are helpful to know,0
7347,And the second level also has 2 CDs that build on the words and phrases covered in Level 1 by giving the learner the tools to put together increasingly more complex sentences while ensuring that you are also learning proper pronunciation,0
7348,"I found that the second level taught enough so that at the completion of the second level, the student should be able to string together basic phrase or sentences in order to converse about members of the family, sports, etc",0
7349,The third level which consisted of two CDs as well was my favorite level because it was the most challenging which is ideal for me because  I have been studying Spanish for quite a while,0
7350,The actual conversations in the third level were a lot more challenging for me than the single vocabulary words covered in level 1 and the basic phrases covered in level 2,0
7351,The third level also helped to reinforce what I learned in the other lessons,0
7352,There is a bonus CD with a game that comes with Immersion Spanish called Oscar On The Lake which I did not find fun at all,0
7353,I could have easily done without the Oscar On The Lake game,0
7354,"In fact, I don't see what was the point in including this Oscar On The Lake game with the program",0
7355,But I did find that the audio CD was very helpful,1
7356,"The audio CD thoroughly covered the alphabet, greetings, pronouns (including vosotros) conjugating AR, ER, and IR verbs, weather, numbers, and vocabulary for shopping and at the post office",0
7357,"What I liked most about the audio CD is that the instructor gave a lot grammatical explanations  including when the ""vos"" (as opposed to ""vosotros"") is used instead of the ""tu"" form",1
7358,One of the bonuses that I received with my Immersion Spanish software was in interactive DVD with Spanish learning games for the whole family,0
7359,The DVD is can be used on the TV,0
7360,"But I haven't had a chance to use the DVD because the 3 Levels consisting of 6 CDs and the audio CD, have enough to keep me busy for a quite a while",0
7361,One feature about Immersion Spanish the appeals to me is that the software can be used by both children and adults who want to learn Spanish,0
7362,"Based on the product's price and the content, I recommend it",1
7363,Some other products that I recommend for Spanish language learners are Visual Link Spanish,1
7364,This is a great  learning Spanish software program for the visual learner,1
7365,"Before I discovered&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Visual-Link-Spanish-Level-I/dp/B0000C08KK/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Visual Link Spanish - Level I</a>, in all of my reviews I used to recommend Rosetta software",0
7366,"But after using Visual Link, it is clear to me that this software is a much better alternative for the visual learner",0
7367,"If you do not consider  yourself a visual learner, then&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Fluenz-Version-F2-Spanish-1-2-3-4-5-with-supplemental-Audio-CDs-and-Podcasts/dp/B002ZF31NQ/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Fluenz Version F2: Spanish 1+2+3+4+5 with supplemental Audio CDs and Podcasts</a>&nbsp;is probably the way to go",0
7368,"To speak Spanish fluently besides having a stand alone course as your base and a method to learn new Spanish words, you will also need to master conjugating Spanish verbs",0
7369,"The best product for that is the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Verbarrator-Version-1-1-Windows-Version/dp/B002EADP1A/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Verbarrator Version 1",0
7370,1 (Windows Version)</a>&nbsp;software,0
7371,The Verbarrator software does a great job of replacing the boring Spanish verb conjugation books and makes learning Spanish verbs enough fun that you will want to use the software every day,0
7372,And the more you use the tool the quicker that you will learn how to conjugate Spanish verbs and reach fluency,0
7373,The Verbarrator is probably the best investment that I have made in my journey to learn Spanish because it is a product that I use almost daily,1
